Genus,Alternative names,Kingdom,Phylum,Class,Order,Family,AOB:In situ,AOB:Other,NOB:In situ,NOB:Other,Anammox:In situ,Anammox:Other,Aerobic heterotroph:In situ,Aerobic heterotroph:Other,PAO:In situ,PAO:Other,GAO:In situ,GAO:Other,Nitrite reduction:In situ,Nitrite reduction:Other,Sulfate reduction:In situ,Sulfate reduction:Other,Fermentation:In situ,Fermentation:Other,Acetogen:In situ,Acetogen:Other,Methanogen:In situ,Methanogen:Other,Short-chain fatty acids:In situ,Short-chain fatty acids:Other,Sugars:In situ,Sugars:Other,Proteins/amino acids:In situ,Proteins/amino acids:Other,Filamentous:In situ,Filamentous:Other,Hydrophobic cell surface:In situ,Hydrophobic cell surface:Other
g__midas_g_6942,,Bacteria,Ca Fermentibacterota,Ca Fermentibacteria,midas_o_753,midas_f_3713,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Megasphaera,,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Veillonellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_6952,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_6984,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7003,,Bacteria,Planctomycetes,OM190,midas_o_2104,midas_f_2104,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7018,,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,midas_f_4575,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7019,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_5162,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7029,,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,midas_f_179,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7031,,Bacteria,Omnitrophicaeota,midas_c_530,midas_o_530,midas_f_5134,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7034,,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Mobilitalea,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7052,,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7056,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_918,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7059,,Bacteria,Planctomycetes,OM190,midas_o_7059,midas_f_7059,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Rhizorhapis,,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7065,,Bacteria,Fibrobacteres,Chitinivibrionia,midas_o_1477,midas_f_1477,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7080,,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7082,,Bacteria,midas_p_7082,midas_c_7082,midas_o_7082,midas_f_7082,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7092,,Bacteria,Patescibacteria,Microgenomatia,Ca Woesebacteria,midas_f_7092,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7101,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7102,,Bacteria,Patescibacteria,Microgenomatia,Ca Pacebacteria,midas_f_7102,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7109,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7116,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7121,,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7125,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7133,,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_2772,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Bavariicoccus,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7166,,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7167,,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__MND1,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7176,,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Singulisphaera,,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7188,,Bacteria,Patescibacteria,Gracilibacteria,Ca Peregrinibacteria,midas_f_5174,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7192,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7203,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_2276,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7210,,Bacteria,Planctomycetes,OM190,midas_o_2104,midas_f_7210,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7231,,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7232,,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7233,,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,midas_f_7233,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7241,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_7241,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7254,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_2010,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7258,,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7260,,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Clostridium_sensu_stricto_5,,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7266,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7267,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__AKIW659,,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae Subgroup 3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7278,,Bacteria,BRC1,midas_c_1098,midas_o_5270,midas_f_5270,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7280,,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_2943,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7281,,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__C-2,,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7287,,Bacteria,Planctomycetes,OM190,midas_o_2104,midas_f_7287,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7289,,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Alicycliphilus,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7298,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7329,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7331,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7333,,Bacteria,Elusimicrobia,Lineage IIb,midas_o_4963,midas_f_4963,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7355,,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,midas_f_2685,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Rhodovastum,,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7394,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7403,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7408,,Bacteria,Planctomycetes,Planctomycetacia,midas_o_1071,midas_f_1071,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Serratia,,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7414,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7415,,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7440,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_918,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7462,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5324,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7493,,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7501,,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7518,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7520,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7542,,Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_944,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7543,,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,midas_f_6561,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7544,,Bacteria,Actinobacteria,Coriobacteriia,OPB41,midas_f_3016,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7546,,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7548,,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7549,,Bacteria,Actinobacteria,Acidimicrobiia,midas_o_2,midas_f_1575,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7562,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7567,,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7573,,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7574,,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,S15A-MN91,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7594,,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Prosthecobacter,,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7606,,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,LiUU-11-161,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7607,,Bacteria,Elusimicrobia,Lineage IIb,midas_o_4963,midas_f_5339,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7617,,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,midas_f_2685,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7635,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7637,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7641,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,midas_f_7641,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7648,,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_2296,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7649,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7657,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Leeiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7659,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7670,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7686,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,midas_f_7686,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7692,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7694,,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7704,,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_2772,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Spirochaeta_2,,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7709,,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7712,,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7731,,Bacteria,Planctomycetes,OM190,midas_o_3911,midas_f_3911,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7738,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7754,,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,PBS-18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7755,,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7763,,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 cladeMarine group B,midas_f_918,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Pseudorhodoferax,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7774,,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_7774,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7778,,Bacteria,Chloroflexi,KD4-96,midas_o_3277,midas_f_7778,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7794,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,midas_f_7794,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7812,,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7821,,Bacteria,Patescibacteria,Gracilibacteria,Ca Peribacteria,midas_f_6329,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7822,,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Eel-36e1D6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7837,,Bacteria,Chloroflexi,Anaerolineae,midas_o_4245,midas_f_7837,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7852,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7867,,Bacteria,Ca Fermentibacterota,Ca Fermentibacteria,midas_o_962,midas_f_4998,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
